function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.072,0.019,0.12,0.104,0.095,0.121,0.025,0.025,0.0,0.0,0.025,0.0,0.014,0.014,0.071,0.0,0.0,0.03,0.034,0.0,0.0,0.0,0.0,0.0,0.025,0.012,0.045,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
to,0.021,0.033,0.11,0.254,0.072,0.049,0.0,0.022,0.016,0.024,0.0,0.079,0.028,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.058,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0
of,0.392,0.0,0.018,0.131,0.154,0.068,0.0,0.079,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.076,0.041,0.111,0.024,0.155,0.154,0.04,0.0,0.0,0.02,0.0,0.108,0.013,0.023,0.027,0.0,0.0,0.0,0.014,0.0,0.007,0.0,0.04,0.0,0.0,0.0,0.007,0.0,0.012,0.0,0.0,0.0,0.0,0.083,0.0,0.006,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0
in,0.296,0.0,0.036,0.044,0.041,0.194,0.073,0.008,0.027,0.05,0.0,0.015,0.015,0.0,0.037,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.004,0.055,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.097,0.053,0.0,0.097,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.035,0.047,0.0,0.125,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.013,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
on,0.322,0.073,0.016,0.108,0.125,0.035,0.041,0.0,0.097,0.083,0.0,0.0,0.013,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0
for,0.355,0.045,0.079,0.067,0.232,0.085,0.0,0.0,0.06,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.0,0.276,0.0,0.553,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.139,0.082,0.039,0.192,0.194,0.031,0.019,0.0,0.0,0.157,0.0,0.059,0.0,0.0,0.053,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
