function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.122,0.063,0.192,0.074,0.082,0.057,0.021,0.034,0.046,0.004,0.04,0.011,0.015,0.001,0.011,0.026,0.021,0.0,0.028,0.0,0.0,0.027,0.002,0.0,0.009,0.008,0.012,0.005,0.014,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.016,0.0,0.0,0.002,0.015,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.007
to,0.185,0.056,0.069,0.127,0.095,0.069,0.033,0.024,0.0,0.0,0.0,0.008,0.0,0.044,0.0,0.0,0.061,0.0,0.004,0.0,0.0,0.045,0.024,0.0,0.0,0.0,0.018,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of,0.329,0.063,0.066,0.057,0.078,0.072,0.019,0.002,0.081,0.018,0.016,0.0,0.0,0.018,0.0,0.033,0.031,0.0,0.0,0.0,0.0,0.042,0.005,0.0,0.0,0.008,0.0,0.014,0.011,0.0,0.014,0.0,0.0,0.0,0.011,0.003,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.181,0.029,0.229,0.08,0.055,0.019,0.077,0.025,0.034,0.034,0.04,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.026,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,0.43,0.051,0.114,0.15,0.028,0.056,0.007,0.0,0.024,0.013,0.0,0.0,0.004,0.0,0.0,0.013,0.0,0.0,0.013,0.0,0.0,0.027,0.0,0.0,0.009,0.0,0.017,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.181,0.083,0.096,0.083,0.158,0.033,0.119,0.0,0.04,0.004,0.0,0.027,0.0,0.015,0.0,0.031,0.0,0.0,0.048,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on,0.484,0.019,0.071,0.034,0.056,0.06,0.026,0.034,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.034,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.095,0.0,0.161,0.019,0.187,0.106,0.0,0.0,0.0,0.0,0.025,0.0,0.143,0.06,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.2,0.086,0.161,0.015,0.114,0.124,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.369,0.0,0.059,0.248,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
with,0.086,0.163,0.205,0.0,0.13,0.064,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
by,0.693,0.0,0.0,0.132,0.138,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
at,0.535,0.0,0.1,0.0,0.032,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177
from,0.586,0.0,0.0,0.062,0.011,0.145,0.0,0.062,0.0,0.0,0.0,0.026,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047
its,0.37,0.0,0.0,0.088,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it,0.274,0.07,0.126,0.22,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.22,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
