function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.074,0.067,0.142,0.074,0.089,0.11,0.05,0.054,0.0,0.043,0.045,0.027,0.0,0.046,0.023,0.0,0.031,0.0,0.0,0.006,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.025,0.005,0.0,0.007,0.0,0.0,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.002
to,0.304,0.031,0.075,0.031,0.012,0.09,0.005,0.006,0.0,0.009,0.039,0.049,0.0,0.045,0.037,0.036,0.052,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.055,0.0,0.028,0.028,0.0,0.016,0.012,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0
of,0.283,0.056,0.024,0.007,0.077,0.133,0.043,0.009,0.0,0.054,0.016,0.0,0.038,0.008,0.033,0.0,0.019,0.0,0.0,0.037,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.018,0.008,0.018,0.014,0.0,0.0,0.002,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
a,0.114,0.134,0.191,0.036,0.06,0.111,0.107,0.063,0.0,0.042,0.006,0.0,0.0,0.0,0.032,0.0,0.016,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.018,0.0,0.0,0.008,0.008,0.006,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,0.365,0.108,0.125,0.036,0.009,0.047,0.0,0.0,0.0,0.047,0.048,0.011,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.036,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0
and,0.143,0.051,0.074,0.083,0.025,0.057,0.028,0.039,0.0,0.0,0.039,0.021,0.035,0.038,0.053,0.0,0.047,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.07,0.0,0.047,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.015
on,0.289,0.048,0.176,0.073,0.026,0.192,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.01,0.073,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.007,0.023,0.031,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.286,0.034,0.089,0.081,0.026,0.224,0.0,0.06,0.0,0.0,0.072,0.012,0.0,0.0,0.017,0.0,0.006,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.126,0.707,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.146,0.066,0.0,0.236,0.014,0.136,0.014,0.0,0.0,0.116,0.008,0.0,0.0,0.0,0.0,0.0,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
