function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.191,0.055,0.19,0.063,0.123,0.013,0.02,0.04,0.013,0.023,0.033,0.0,0.0,0.031,0.02,0.006,0.015,0.0,0.0,0.0,0.0,0.025,0.015,0.0,0.0,0.006,0.026,0.0,0.003,0.0,0.015,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.033,0.011,0.0,0.0,0.004,0.015,0.0,0.0,0.0,0.0,0.0,0.0
to,0.249,0.065,0.067,0.12,0.085,0.026,0.0,0.0,0.02,0.0,0.0,0.0,0.042,0.0,0.03,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.033,0.015,0.015,0.015,0.004,0.0,0.0,0.005,0.0,0.004,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.011,0.02,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0
of,0.224,0.082,0.021,0.007,0.211,0.028,0.0,0.052,0.048,0.0,0.009,0.0,0.0,0.0,0.131,0.0,0.065,0.0,0.021,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0
a,0.104,0.127,0.077,0.025,0.052,0.025,0.041,0.066,0.031,0.0,0.0,0.017,0.046,0.013,0.007,0.023,0.031,0.0,0.023,0.0,0.01,0.023,0.006,0.0,0.01,0.055,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.074,0.0,0.041,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0
in,0.229,0.08,0.044,0.149,0.012,0.05,0.029,0.057,0.012,0.021,0.0,0.0,0.016,0.016,0.038,0.009,0.0,0.029,0.034,0.0,0.0,0.0,0.004,0.0,0.0,0.043,0.041,0.0,0.0,0.0,0.0,0.009,0.0,0.045,0.0,0.016,0.0,0.009,0.004,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.159,0.166,0.0,0.102,0.067,0.009,0.016,0.143,0.0,0.0,0.0,0.0,0.016,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0
on,0.275,0.0,0.082,0.0,0.019,0.172,0.0,0.0,0.082,0.035,0.0,0.0,0.0,0.108,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.374,0.054,0.053,0.157,0.013,0.023,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.017,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.192,0.093,0.0,0.132,0.011,0.0,0.059,0.0,0.038,0.008,0.0,0.0,0.0,0.045,0.0,0.106,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.203,0.241,0.0,0.301,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
with,0.318,0.0,0.239,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0
by,0.226,0.0,0.0,0.402,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
at,0.55,0.0,0.127,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.033,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
from,0.282,0.248,0.0,0.132,0.018,0.13,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
its,0.152,0.36,0.0,0.0,0.205,0.166,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0
it,0.108,0.36,0.0,0.0,0.0,0.0,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
