function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.188,0.081,0.225,0.092,0.05,0.072,0.031,0.024,0.006,0.004,0.008,0.024,0.028,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.001,0.016,0.0,0.007,0.0,0.0,0.0,0.025,0.002,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0
to,0.339,0.023,0.053,0.171,0.016,0.0,0.035,0.067,0.025,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.085,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
of,0.39,0.039,0.004,0.132,0.033,0.094,0.037,0.0,0.014,0.0,0.014,0.0,0.048,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
a,0.235,0.017,0.063,0.047,0.051,0.022,0.084,0.045,0.006,0.0,0.019,0.016,0.068,0.0,0.0,0.025,0.003,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.093,0.025,0.0,0.037,0.025,0.0,0.0,0.0,0.014,0.0,0.042,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0
in,0.301,0.0,0.091,0.261,0.0,0.013,0.067,0.0,0.065,0.0,0.0,0.031,0.0,0.0,0.0,0.13,0.028,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.292,0.0,0.052,0.157,0.0,0.052,0.123,0.008,0.082,0.092,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on,0.276,0.009,0.201,0.009,0.009,0.005,0.024,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.021,0.032,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.107,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0
for,0.084,0.0,0.112,0.382,0.036,0.0,0.075,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178
that,0.057,0.0,0.0,0.161,0.0,0.0,0.215,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.167,0.053,0.223,0.04,0.0,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0
