function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.112,0.093,0.165,0.045,0.08,0.028,0.018,0.056,0.002,0.005,0.011,0.008,0.034,0.024,0.03,0.008,0.002,0.0,0.019,0.003,0.013,0.009,0.025,0.014,0.029,0.038,0.0,0.0,0.0,0.014,0.008,0.0,0.028,0.0,0.0,0.0,0.0,0.026,0.024,0.0,0.0,0.011,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0
to,0.171,0.058,0.006,0.102,0.095,0.03,0.053,0.0,0.027,0.008,0.0,0.053,0.004,0.041,0.045,0.0,0.011,0.0,0.027,0.0,0.011,0.0,0.0,0.0,0.064,0.056,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.031,0.011,0.029,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0
of,0.193,0.175,0.0,0.011,0.056,0.0,0.042,0.02,0.027,0.006,0.0,0.0,0.052,0.036,0.079,0.0,0.006,0.0,0.063,0.018,0.0,0.079,0.0,0.0,0.068,0.0,0.0,0.0,0.015,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0
a,0.069,0.05,0.115,0.042,0.151,0.0,0.0,0.013,0.056,0.103,0.02,0.044,0.011,0.04,0.015,0.036,0.036,0.0,0.0,0.0,0.005,0.08,0.0,0.0,0.035,0.0,0.015,0.0,0.0,0.006,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,0.204,0.022,0.056,0.165,0.023,0.023,0.022,0.0,0.021,0.025,0.024,0.0,0.044,0.031,0.041,0.013,0.031,0.0,0.037,0.0,0.024,0.05,0.0,0.0,0.051,0.0,0.0,0.0,0.013,0.002,0.0,0.0,0.003,0.0,0.0,0.0,0.031,0.0,0.034,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.15,0.088,0.0,0.063,0.058,0.033,0.0,0.059,0.044,0.0,0.01,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.104,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0
on,0.321,0.0,0.066,0.0,0.016,0.037,0.0,0.012,0.0,0.233,0.0,0.0,0.116,0.0,0.0,0.012,0.037,0.0,0.049,0.066,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.403,0.007,0.069,0.155,0.031,0.056,0.0,0.0,0.013,0.0,0.023,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.122,0.023,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.356,0.074,0.0,0.0,0.031,0.0,0.042,0.0,0.0,0.042,0.0,0.031,0.0,0.0,0.0,0.131,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.135,0.156,0.0,0.019,0.117,0.241,0.0,0.026,0.0,0.0,0.0,0.0,0.019,0.026,0.015,0.0,0.195,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0
