function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.104,0.051,0.287,0.061,0.018,0.056,0.007,0.062,0.005,0.066,0.077,0.0,0.0,0.009,0.017,0.022,0.0,0.002,0.009,0.0,0.0,0.007,0.0,0.0,0.009,0.009,0.022,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.052,0.004,0.0,0.005,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0
to,0.132,0.034,0.05,0.123,0.017,0.096,0.111,0.05,0.029,0.022,0.0,0.0,0.005,0.0,0.068,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.012,0.0,0.0,0.0,0.009,0.0,0.051,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.051
of,0.306,0.058,0.088,0.097,0.062,0.096,0.016,0.007,0.037,0.007,0.038,0.0,0.0,0.004,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.038,0.005,0.05,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.07,0.081,0.032,0.064,0.043,0.044,0.018,0.113,0.157,0.014,0.0,0.075,0.008,0.032,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.043,0.0,0.0,0.043,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0
in,0.642,0.062,0.068,0.051,0.012,0.012,0.0,0.0,0.017,0.058,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.166,0.117,0.079,0.195,0.045,0.01,0.0,0.081,0.0,0.05,0.024,0.0,0.0,0.0,0.0,0.05,0.0,0.057,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.013,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
on,0.064,0.0,0.0,0.153,0.064,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.367,0.134,0.072,0.011,0.062,0.245,0.0,0.0,0.0,0.015,0.046,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.111,0.16,0.021,0.0,0.16,0.028,0.09,0.028,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.0,0.112,0.0,0.385,0.023,0.04,0.0,0.0,0.03,0.067,0.0,0.04,0.0,0.007,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0
with,0.193,0.043,0.099,0.014,0.01,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.032,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
by,0.279,0.144,0.0,0.0,0.0,0.046,0.0,0.082,0.0,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
at,0.757,0.0,0.0,0.0,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
