function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.04,0.068,0.21,0.065,0.051,0.075,0.056,0.035,0.015,0.013,0.035,0.043,0.017,0.013,0.031,0.011,0.044,0.008,0.026,0.062,0.035,0.023,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0
to,0.248,0.04,0.045,0.21,0.0,0.043,0.02,0.0,0.007,0.03,0.011,0.032,0.16,0.0,0.007,0.0,0.0,0.014,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.022
of,0.242,0.088,0.054,0.185,0.07,0.011,0.0,0.016,0.005,0.0,0.0,0.017,0.058,0.0,0.008,0.0,0.0,0.047,0.0,0.017,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0
a,0.074,0.005,0.105,0.061,0.105,0.02,0.056,0.081,0.015,0.0,0.0,0.047,0.008,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.081,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,0.476,0.067,0.052,0.127,0.018,0.0,0.012,0.071,0.007,0.0,0.052,0.0,0.023,0.008,0.0,0.005,0.0,0.0,0.0,0.039,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.154,0.011,0.017,0.037,0.03,0.0,0.112,0.054,0.128,0.0,0.0,0.0,0.006,0.0,0.128,0.0,0.0,0.036,0.023,0.0,0.128,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.036,0.0,0.0,0.0,0.0
on,0.102,0.012,0.094,0.028,0.028,0.104,0.037,0.066,0.136,0.005,0.0,0.008,0.0,0.013,0.033,0.056,0.0,0.061,0.0,0.0,0.075,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.004
for,0.188,0.104,0.11,0.303,0.0,0.015,0.0,0.0,0.0,0.027,0.0,0.007,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.031,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.171,0.034,0.0,0.227,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.163,0.0,0.122,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.011
as,0.606,0.0,0.072,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
