function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.154,0.144,0.161,0.025,0.008,0.086,0.0,0.007,0.024,0.016,0.042,0.0,0.037,0.0,0.025,0.051,0.016,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.028,0.025,0.005,0.009,0.0,0.0,0.012,0.02,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.021,0.0,0.0
to,0.21,0.08,0.051,0.055,0.053,0.081,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.051,0.0,0.0,0.029,0.0,0.012,0.012,0.0,0.0,0.005,0.0,0.139,0.0,0.007,0.0,0.047,0.009,0.0,0.0,0.012,0.029,0.0,0.0,0.009,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of,0.178,0.085,0.05,0.073,0.036,0.1,0.0,0.037,0.064,0.0,0.023,0.0,0.03,0.017,0.05,0.037,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.047,0.026,0.017,0.027,0.0,0.0,0.003,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.01,0.013
a,0.116,0.051,0.24,0.009,0.058,0.0,0.0,0.087,0.061,0.0,0.016,0.0,0.007,0.0,0.009,0.029,0.039,0.0,0.016,0.0,0.0,0.0,0.0,0.009,0.005,0.074,0.0,0.039,0.039,0.0,0.0,0.0,0.007,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.016,0.0,0.0,0.0
in,0.293,0.0,0.049,0.228,0.01,0.09,0.023,0.054,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.031,0.031,0.017,0.0,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0
and,0.215,0.058,0.008,0.055,0.09,0.027,0.031,0.053,0.006,0.0,0.006,0.0,0.01,0.013,0.0,0.097,0.013,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.017,0.072,0.0,0.031,0.0,0.0,0.068,0.031,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0
on,0.667,0.096,0.119,0.023,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.276,0.009,0.059,0.016,0.101,0.021,0.051,0.0,0.0,0.029,0.029,0.0,0.0,0.0,0.029,0.005,0.08,0.0,0.029,0.0,0.0,0.051,0.0,0.0,0.0,0.038,0.0,0.005,0.0,0.029,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.038,0.0,0.0
that,0.556,0.098,0.0,0.079,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0
as,0.356,0.059,0.0,0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
