function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.174,0.063,0.2,0.044,0.066,0.06,0.031,0.05,0.073,0.003,0.029,0.01,0.001,0.015,0.012,0.02,0.011,0.0,0.001,0.029,0.013,0.01,0.0,0.036,0.001,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.01,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
to,0.348,0.06,0.084,0.105,0.047,0.04,0.078,0.048,0.084,0.0,0.022,0.0,0.015,0.003,0.018,0.014,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0
of,0.368,0.04,0.049,0.114,0.026,0.174,0.04,0.033,0.036,0.01,0.017,0.0,0.0,0.013,0.0,0.01,0.004,0.0,0.0,0.024,0.0,0.005,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.195,0.167,0.21,0.044,0.067,0.086,0.023,0.048,0.023,0.0,0.004,0.046,0.013,0.0,0.003,0.003,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.044,0.0,0.0,0.0
in,0.24,0.037,0.043,0.253,0.014,0.009,0.032,0.0,0.098,0.0,0.035,0.0,0.0,0.019,0.054,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.026,0.0,0.0,0.0,0.011,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.018,0.0,0.0,0.0
and,0.196,0.031,0.053,0.213,0.052,0.022,0.0,0.0,0.046,0.0,0.0,0.005,0.029,0.069,0.0,0.012,0.0,0.0,0.0,0.131,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0
on,0.638,0.014,0.137,0.088,0.006,0.019,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.155,0.275,0.095,0.117,0.05,0.15,0.072,0.024,0.024,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0
that,0.318,0.034,0.079,0.071,0.022,0.02,0.036,0.002,0.005,0.004,0.043,0.007,0.0,0.01,0.036,0.071,0.026,0.0,0.007,0.0,0.0,0.0,0.0,0.098,0.009,0.003,0.01,0.007,0.002,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.013,0.0,0.0
as,0.069,0.0,0.213,0.582,0.0,0.084,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
