function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.164,0.087,0.177,0.082,0.083,0.045,0.031,0.015,0.053,0.017,0.0,0.004,0.002,0.006,0.009,0.002,0.012,0.032,0.0,0.029,0.029,0.0,0.0,0.0,0.0,0.012,0.014,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.028,0.004,0.012,0.004,0.005,0.003,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
to,0.293,0.032,0.05,0.143,0.075,0.055,0.056,0.047,0.054,0.0,0.0,0.008,0.0,0.032,0.018,0.0,0.0,0.008,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.024,0.0,0.0,0.043,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.01
of,0.393,0.076,0.046,0.168,0.062,0.04,0.015,0.02,0.057,0.009,0.0,0.0,0.0,0.0,0.011,0.0,0.072,0.0,0.0,0.011,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.14,0.058,0.097,0.056,0.109,0.038,0.064,0.036,0.034,0.044,0.009,0.0,0.027,0.0,0.031,0.02,0.016,0.0,0.0,0.009,0.05,0.003,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.027,0.0,0.02,0.006,0.0,0.015,0.0,0.023,0.0,0.0,0.0,0.0,0.012,0.0,0.025
in,0.35,0.046,0.121,0.117,0.047,0.031,0.075,0.0,0.0,0.018,0.035,0.013,0.004,0.013,0.004,0.0,0.004,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.031,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.172,0.0,0.057,0.05,0.075,0.025,0.097,0.053,0.0,0.0,0.107,0.0,0.113,0.005,0.017,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.023,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.071
on,0.371,0.007,0.102,0.051,0.046,0.071,0.0,0.031,0.004,0.0,0.031,0.0,0.0,0.031,0.077,0.0,0.017,0.0,0.0,0.03,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.355,0.011,0.082,0.147,0.124,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.147,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.19,0.021,0.056,0.179,0.156,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089
as,0.451,0.053,0.0,0.071,0.0,0.107,0.0,0.099,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
with,0.273,0.0,0.027,0.076,0.0,0.25,0.0,0.204,0.0,0.027,0.0,0.0,0.123,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
by,0.0,0.0,0.0,0.389,0.427,0.087,0.049,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
at,0.134,0.0,0.058,0.275,0.058,0.21,0.058,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018
from,0.138,0.0,0.184,0.0,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
its,0.181,0.08,0.0,0.0,0.269,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it,0.748,0.0,0.0,0.0,0.061,0.0,0.0,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
