function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.134,0.099,0.156,0.097,0.048,0.083,0.007,0.066,0.042,0.018,0.008,0.0,0.04,0.0,0.01,0.013,0.003,0.042,0.0,0.043,0.004,0.0,0.0,0.006,0.0,0.003,0.0,0.017,0.011,0.017,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.013,0.0,0.014,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
to,0.19,0.155,0.023,0.11,0.02,0.125,0.014,0.039,0.055,0.0,0.013,0.0,0.0,0.0,0.016,0.033,0.0,0.016,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.016,0.052,0.009,0.031,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of,0.369,0.088,0.01,0.12,0.062,0.0,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.029,0.0,0.042,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.128,0.098,0.12,0.039,0.044,0.038,0.062,0.034,0.094,0.0,0.006,0.003,0.022,0.0,0.0,0.019,0.014,0.051,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.026,0.061,0.003,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,0.199,0.179,0.0,0.101,0.022,0.238,0.0,0.0,0.0,0.057,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.222,0.154,0.028,0.05,0.017,0.091,0.062,0.03,0.035,0.025,0.0,0.012,0.003,0.055,0.0,0.076,0.0,0.003,0.0,0.019,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on,0.416,0.137,0.074,0.24,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.139,0.052,0.032,0.159,0.03,0.141,0.072,0.061,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.0,0.095,0.0,0.0
that,0.146,0.067,0.101,0.26,0.0,0.107,0.037,0.012,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.196,0.061,0.111,0.393,0.0,0.0,0.02,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
