function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.1,0.129,0.177,0.084,0.072,0.062,0.07,0.02,0.005,0.005,0.058,0.0,0.009,0.0,0.043,0.037,0.0,0.025,0.009,0.033,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.005,0.009,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.003,0.0,0.0
to,0.136,0.049,0.007,0.089,0.023,0.132,0.055,0.0,0.0,0.032,0.034,0.029,0.019,0.054,0.015,0.0,0.139,0.0,0.034,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.023,0.026,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.034,0.0,0.0,0.008,0.0,0.0,0.0,0.0
of,0.222,0.044,0.01,0.132,0.064,0.09,0.0,0.0,0.055,0.0,0.017,0.038,0.004,0.023,0.019,0.031,0.017,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.013,0.064,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.09,0.099,0.113,0.062,0.095,0.031,0.013,0.071,0.024,0.012,0.055,0.01,0.015,0.018,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.022,0.1,0.0,0.0,0.0,0.095,0.032,0.0,0.0,0.0,0.003,0.0,0.0,0.013,0.0,0.0,0.0,0.0
in,0.363,0.029,0.036,0.111,0.029,0.048,0.068,0.043,0.0,0.004,0.042,0.057,0.0,0.0,0.0,0.0,0.042,0.015,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.004,0.034,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.12,0.122,0.09,0.09,0.0,0.0,0.01,0.0,0.031,0.046,0.017,0.007,0.064,0.01,0.055,0.005,0.01,0.0,0.072,0.0,0.0,0.017,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on,0.091,0.098,0.121,0.245,0.035,0.0,0.047,0.035,0.0,0.047,0.011,0.008,0.047,0.035,0.0,0.0,0.0,0.0,0.035,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.008,0.041,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.074,0.02,0.05,0.289,0.12,0.084,0.0,0.0,0.02,0.063,0.063,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.147,0.283,0.0,0.0,0.095,0.0,0.0,0.159,0.0,0.038,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.452,0.032,0.017,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.013,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
with,0.238,0.139,0.0,0.2,0.096,0.0,0.0,0.054,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.054,0.0,0.0
