function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.221,0.052,0.185,0.074,0.052,0.052,0.048,0.018,0.029,0.002,0.01,0.038,0.036,0.011,0.009,0.008,0.002,0.019,0.0,0.025,0.006,0.001,0.001,0.019,0.005,0.004,0.0,0.013,0.001,0.016,0.0,0.0,0.0,0.014,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.004
to,0.353,0.011,0.093,0.258,0.091,0.025,0.0,0.0,0.0,0.0,0.0,0.014,0.019,0.033,0.006,0.0,0.044,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.003,0.008,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of,0.458,0.025,0.036,0.048,0.065,0.048,0.014,0.009,0.032,0.009,0.02,0.013,0.044,0.0,0.034,0.008,0.021,0.025,0.0,0.012,0.012,0.016,0.002,0.003,0.0,0.007,0.0,0.012,0.0,0.0,0.012,0.0,0.003,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.151,0.041,0.154,0.063,0.088,0.015,0.075,0.0,0.026,0.011,0.077,0.041,0.064,0.027,0.009,0.011,0.007,0.0,0.0,0.019,0.005,0.002,0.0,0.0,0.002,0.02,0.0,0.002,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.027,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.031,0.0
in,0.242,0.038,0.069,0.239,0.058,0.021,0.04,0.0,0.01,0.0,0.035,0.011,0.006,0.026,0.0,0.006,0.052,0.0,0.0,0.059,0.003,0.025,0.006,0.0,0.0,0.0,0.0,0.004,0.0,0.003,0.0,0.0,0.027,0.017,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.298,0.114,0.027,0.089,0.023,0.042,0.0,0.0,0.102,0.065,0.029,0.0,0.057,0.004,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.016,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.038
on,0.063,0.0,0.039,0.114,0.0,0.0,0.138,0.0,0.092,0.012,0.0,0.016,0.039,0.022,0.0,0.069,0.058,0.0,0.0,0.0,0.092,0.022,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.092,0.0,0.0,0.0
for,0.634,0.0,0.179,0.0,0.0,0.061,0.0,0.0,0.046,0.0,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.339,0.121,0.049,0.072,0.068,0.064,0.0,0.0,0.004,0.012,0.0,0.012,0.0,0.006,0.0,0.118,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.287,0.126,0.204,0.0,0.034,0.053,0.108,0.0,0.0,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
