function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.118,0.091,0.099,0.05,0.121,0.147,0.008,0.0,0.0,0.029,0.011,0.0,0.027,0.005,0.02,0.038,0.02,0.035,0.006,0.02,0.0,0.0,0.015,0.028,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.006,0.0
to,0.28,0.065,0.034,0.079,0.093,0.083,0.016,0.0,0.021,0.005,0.0,0.0,0.023,0.016,0.103,0.009,0.0,0.0,0.017,0.004,0.0,0.009,0.0,0.0,0.021,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.016,0.014,0.056,0.0,0.0
of,0.443,0.063,0.02,0.02,0.042,0.084,0.0,0.068,0.0,0.027,0.0,0.0,0.048,0.0,0.0,0.048,0.085,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.163,0.106,0.073,0.02,0.139,0.044,0.054,0.058,0.0,0.065,0.016,0.0,0.018,0.021,0.0,0.049,0.022,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.037,0.0,0.049,0.0,0.0,0.0
in,0.34,0.049,0.028,0.136,0.052,0.184,0.022,0.004,0.0,0.016,0.0,0.0,0.0,0.05,0.0,0.012,0.009,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.016,0.0,0.0,0.0,0.007,0.016,0.0,0.0,0.005,0.0
and,0.141,0.126,0.063,0.115,0.068,0.042,0.023,0.025,0.0,0.03,0.029,0.012,0.012,0.0,0.051,0.005,0.024,0.047,0.053,0.007,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.012,0.0,0.0,0.022,0.0,0.0
on,0.185,0.022,0.022,0.105,0.016,0.0,0.022,0.144,0.0,0.069,0.022,0.0,0.0,0.0,0.289,0.0,0.012,0.052,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.248,0.086,0.13,0.023,0.031,0.13,0.073,0.0,0.0,0.031,0.0,0.0,0.139,0.0,0.055,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.118,0.066,0.067,0.09,0.009,0.164,0.0,0.096,0.009,0.067,0.038,0.0,0.0,0.0,0.021,0.09,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
with,0.08,0.161,0.229,0.068,0.0,0.112,0.121,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
by,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
at,0.295,0.078,0.059,0.105,0.089,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.019,0.0,0.0,0.105,0.0,0.0,0.044,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.059,0.0,0.0,0.0
from,0.0,0.03,0.0,0.096,0.533,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0
