function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.07,0.076,0.221,0.024,0.092,0.043,0.051,0.008,0.035,0.029,0.071,0.027,0.0,0.0,0.053,0.04,0.01,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.004,0.0,0.028,0.014,0.006,0.0,0.0,0.002,0.0,0.0,0.01,0.0,0.0,0.003,0.0,0.01,0.008,0.0,0.01,0.0,0.014
to,0.237,0.035,0.048,0.187,0.108,0.022,0.019,0.067,0.0,0.028,0.033,0.055,0.0,0.019,0.025,0.008,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.006,0.0,0.0
of,0.345,0.02,0.025,0.047,0.082,0.171,0.141,0.009,0.0,0.039,0.029,0.025,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.014,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.109,0.084,0.157,0.03,0.089,0.151,0.035,0.034,0.003,0.0,0.012,0.135,0.034,0.005,0.003,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.003,0.003,0.0,0.0,0.011,0.0
in,0.167,0.068,0.031,0.189,0.017,0.036,0.017,0.023,0.0,0.0,0.061,0.099,0.0,0.013,0.004,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.023,0.0,0.0,0.0,0.05,0.0
and,0.151,0.066,0.044,0.036,0.118,0.0,0.0,0.0,0.132,0.038,0.135,0.058,0.0,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on,0.232,0.017,0.054,0.382,0.0,0.01,0.107,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.287,0.032,0.076,0.27,0.0,0.043,0.043,0.0,0.024,0.0,0.0,0.018,0.0,0.101,0.05,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.27,0.064,0.097,0.068,0.015,0.054,0.0,0.0,0.029,0.0,0.0,0.086,0.0,0.0,0.227,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.014,0.0,0.095,0.454,0.015,0.049,0.029,0.0,0.0,0.155,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
