function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.092,0.091,0.152,0.049,0.137,0.131,0.01,0.049,0.014,0.032,0.0,0.0,0.0,0.01,0.012,0.006,0.009,0.032,0.0,0.029,0.014,0.0,0.0,0.0,0.004,0.002,0.01,0.0,0.0,0.059,0.01,0.0,0.0,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.018,0.0,0.002,0.0,0.018,0.0,0.0,0.0,0.0,0.0
to,0.249,0.047,0.076,0.106,0.057,0.063,0.008,0.07,0.021,0.027,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.008,0.027,0.0,0.0,0.011,0.0,0.015,0.0,0.027,0.0,0.0,0.027,0.0,0.006,0.02,0.0,0.0,0.0,0.042,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.008,0.0,0.0,0.015
of,0.423,0.07,0.047,0.012,0.059,0.076,0.05,0.048,0.0,0.006,0.006,0.0,0.0,0.0,0.01,0.0,0.01,0.018,0.004,0.008,0.003,0.0,0.0,0.0,0.008,0.0,0.042,0.0,0.0,0.034,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.024,0.0,0.0,0.008,0.0,0.0
a,0.129,0.083,0.072,0.069,0.076,0.087,0.064,0.087,0.032,0.0,0.0,0.0,0.019,0.021,0.014,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.042,0.0,0.032,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.032,0.0,0.037,0.0
in,0.491,0.033,0.098,0.03,0.014,0.049,0.0,0.034,0.0,0.016,0.0,0.0,0.0,0.0,0.007,0.022,0.082,0.0,0.0,0.026,0.012,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.003,0.039,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0
and,0.13,0.142,0.163,0.059,0.065,0.059,0.0,0.095,0.039,0.0,0.0,0.0,0.0,0.0,0.005,0.004,0.052,0.029,0.017,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.029,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on,0.033,0.019,0.103,0.0,0.0,0.29,0.0,0.0,0.0,0.079,0.105,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0
for,0.114,0.135,0.088,0.116,0.086,0.292,0.041,0.052,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.131,0.0,0.098,0.0,0.35,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.065,0.069,0.03,0.427,0.0,0.106,0.0,0.053,0.0,0.094,0.0,0.0,0.009,0.062,0.0,0.012,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.017,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
