function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.071,0.078,0.268,0.1,0.035,0.051,0.055,0.034,0.002,0.003,0.0,0.063,0.0,0.01,0.012,0.029,0.086,0.0,0.025,0.007,0.0,0.0,0.011,0.003,0.019,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011
to,0.335,0.049,0.06,0.094,0.03,0.0,0.078,0.063,0.0,0.0,0.017,0.047,0.0,0.024,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.106
of,0.157,0.041,0.029,0.145,0.052,0.068,0.058,0.018,0.008,0.008,0.004,0.005,0.0,0.019,0.058,0.0,0.164,0.0,0.052,0.019,0.0,0.0,0.026,0.007,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.173,0.057,0.08,0.047,0.14,0.043,0.008,0.119,0.05,0.0,0.0,0.114,0.0,0.079,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.043,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,0.059,0.048,0.03,0.247,0.099,0.116,0.037,0.02,0.0,0.0,0.093,0.012,0.0,0.0,0.016,0.034,0.04,0.0,0.0,0.0,0.0,0.066,0.0,0.038,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0
and,0.314,0.0,0.055,0.008,0.155,0.044,0.005,0.029,0.0,0.004,0.061,0.046,0.0,0.031,0.003,0.005,0.036,0.0,0.0,0.015,0.0,0.0,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
on,0.349,0.224,0.093,0.018,0.04,0.071,0.012,0.04,0.0,0.0,0.0,0.007,0.0,0.0,0.033,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.351,0.049,0.0,0.066,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.0,0.176,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176
that,0.058,0.307,0.0,0.037,0.058,0.137,0.0,0.024,0.0,0.0,0.049,0.116,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.412,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
