function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.18,0.097,0.119,0.094,0.034,0.107,0.024,0.055,0.056,0.044,0.051,0.004,0.0,0.006,0.0,0.0,0.016,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.014
to,0.194,0.077,0.029,0.072,0.088,0.095,0.028,0.017,0.03,0.083,0.02,0.007,0.01,0.0,0.017,0.044,0.02,0.0,0.036,0.01,0.0,0.013,0.0,0.0,0.0,0.013,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.014,0.0,0.0
of,0.26,0.059,0.0,0.104,0.061,0.078,0.0,0.039,0.018,0.06,0.0,0.0,0.0,0.043,0.0,0.0,0.013,0.01,0.013,0.032,0.0,0.057,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.043,0.0,0.032
a,0.097,0.032,0.129,0.086,0.104,0.123,0.017,0.031,0.077,0.023,0.0,0.041,0.0,0.058,0.018,0.004,0.013,0.0,0.023,0.041,0.0,0.0,0.023,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.005,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,0.12,0.119,0.0,0.135,0.004,0.115,0.016,0.042,0.028,0.037,0.0,0.0,0.0,0.0,0.05,0.037,0.05,0.0,0.065,0.0,0.021,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.028,0.0,0.0
and,0.083,0.04,0.044,0.087,0.013,0.112,0.0,0.007,0.05,0.015,0.052,0.054,0.004,0.031,0.058,0.06,0.019,0.053,0.032,0.015,0.0,0.015,0.015,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.011,0.027,0.0,0.02,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0
on,0.287,0.068,0.0,0.038,0.216,0.038,0.0,0.0,0.162,0.029,0.0,0.0,0.0,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.149,0.03,0.084,0.149,0.0,0.23,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.035
that,0.035,0.144,0.015,0.097,0.015,0.116,0.047,0.0,0.0,0.041,0.0,0.066,0.0,0.0,0.011,0.0,0.062,0.145,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.161,0.069,0.067,0.161,0.03,0.127,0.0,0.0,0.0,0.107,0.013,0.005,0.0,0.0,0.0,0.0,0.03,0.0,0.095,0.0,0.0,0.005,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0
