function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.108,0.06,0.233,0.099,0.043,0.076,0.017,0.052,0.051,0.05,0.045,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.022,0.0,0.0,0.009,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.0,0.028,0.009,0.0,0.017,0.0
to,0.224,0.044,0.046,0.093,0.079,0.105,0.0,0.017,0.045,0.01,0.034,0.03,0.017,0.0,0.0,0.01,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.0,0.019
of,0.341,0.073,0.009,0.116,0.122,0.065,0.072,0.009,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.009,0.0
a,0.044,0.125,0.071,0.083,0.093,0.087,0.048,0.043,0.03,0.042,0.022,0.033,0.035,0.0,0.0,0.007,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.017,0.003,0.088,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.012,0.0,0.044,0.0
in,0.184,0.0,0.087,0.205,0.055,0.036,0.01,0.0,0.0,0.013,0.031,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.007,0.086,0.0,0.0,0.0
and,0.255,0.093,0.096,0.032,0.035,0.0,0.0,0.254,0.0,0.045,0.032,0.053,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0
on,0.374,0.07,0.1,0.218,0.051,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.213,0.007,0.0,0.402,0.0,0.039,0.029,0.038,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.018,0.0
that,0.124,0.029,0.07,0.249,0.0,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.066,0.064,0.042,0.457,0.0,0.048,0.0,0.027,0.02,0.056,0.037,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.016,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0
