function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.174,0.076,0.25,0.031,0.019,0.085,0.011,0.025,0.032,0.002,0.028,0.034,0.022,0.018,0.003,0.0,0.01,0.016,0.0,0.025,0.0,0.007,0.0,0.009,0.0,0.035,0.016,0.002,0.0,0.0,0.016,0.0,0.003,0.0,0.017,0.012,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0.0
to,0.303,0.081,0.004,0.106,0.054,0.066,0.004,0.058,0.053,0.011,0.005,0.05,0.0,0.017,0.0,0.0,0.073,0.0,0.029,0.009,0.0,0.035,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of,0.388,0.068,0.048,0.039,0.041,0.061,0.0,0.054,0.009,0.007,0.031,0.055,0.044,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.021,0.0,0.0,0.025,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.038
a,0.135,0.112,0.221,0.036,0.061,0.079,0.049,0.07,0.068,0.0,0.018,0.032,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.01,0.018,0.0,0.0,0.0,0.024,0.038,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,0.319,0.041,0.01,0.113,0.026,0.076,0.0,0.064,0.053,0.0,0.052,0.009,0.007,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.005,0.0,0.0,0.0,0.012,0.0,0.037,0.028,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
and,0.325,0.087,0.103,0.05,0.02,0.0,0.062,0.0,0.06,0.02,0.0,0.0,0.022,0.008,0.0,0.047,0.047,0.0,0.0,0.026,0.0,0.0,0.0,0.026,0.0,0.005,0.0,0.0,0.0,0.0,0.035,0.015,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
on,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.239,0.018,0.063,0.172,0.056,0.067,0.055,0.049,0.0,0.0,0.018,0.024,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.024,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.13,0.0,0.029,0.051,0.198,0.009,0.0,0.0,0.028,0.045,0.0,0.007,0.068,0.022,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.155,0.0,0.007,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0
as,0.211,0.0,0.0,0.0,0.281,0.0,0.0,0.028,0.0,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
with,0.376,0.057,0.104,0.157,0.024,0.051,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
by,0.394,0.017,0.052,0.009,0.04,0.113,0.0,0.083,0.0,0.0,0.017,0.0,0.04,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.017,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0
at,0.544,0.0,0.067,0.0,0.016,0.067,0.028,0.0,0.037,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
from,0.065,0.036,0.086,0.0,0.272,0.0,0.0,0.0,0.0,0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
its,0.0,0.0,0.0,0.114,0.0,0.203,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it,0.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
an,0.0,0.113,0.0,0.0,0.0,0.0,0.421,0.0,0.0,0.0,0.0,0.268,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
will,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.114,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.564,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
more,0.312,0.022,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0
