function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.087,0.139,0.138,0.05,0.042,0.069,0.022,0.027,0.005,0.092,0.01,0.007,0.038,0.0,0.01,0.031,0.013,0.012,0.0,0.086,0.005,0.008,0.0,0.0,0.022,0.031,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
to,0.185,0.065,0.022,0.094,0.089,0.083,0.1,0.071,0.0,0.021,0.068,0.0,0.0,0.05,0.066,0.0,0.0,0.0,0.0,0.004,0.012,0.01,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.016,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of,0.471,0.0,0.018,0.065,0.012,0.037,0.015,0.027,0.0,0.0,0.0,0.025,0.0,0.0,0.106,0.036,0.0,0.055,0.0,0.074,0.027,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.251,0.073,0.062,0.0,0.266,0.0,0.113,0.045,0.0,0.0,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.014,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,0.356,0.036,0.074,0.043,0.003,0.057,0.066,0.01,0.0,0.103,0.0,0.0,0.0,0.021,0.131,0.049,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.008,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.171,0.358,0.0,0.068,0.012,0.043,0.024,0.16,0.0,0.0,0.0,0.0,0.0,0.027,0.043,0.0,0.018,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on,0.347,0.108,0.039,0.004,0.1,0.056,0.016,0.007,0.0,0.088,0.0,0.0,0.0,0.0,0.016,0.075,0.0,0.0,0.0,0.007,0.0,0.024,0.0,0.028,0.0,0.0,0.0,0.032,0.0,0.016,0.009,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.318,0.114,0.08,0.039,0.018,0.081,0.054,0.012,0.0,0.0,0.051,0.0,0.012,0.006,0.029,0.016,0.077,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.029,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.22,0.088,0.0,0.0,0.0,0.103,0.013,0.0,0.0,0.042,0.0,0.018,0.0,0.023,0.0,0.131,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.0,0.109,0.0,0.0,0.0,0.153,0.034,0.0,0.0,0.12,0.0,0.0,0.0,0.066,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
with,0.246,0.102,0.0,0.0,0.0,0.492,0.0,0.024,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
by,0.465,0.0,0.0,0.0,0.0,0.175,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
at,0.048,0.0,0.0,0.358,0.201,0.042,0.113,0.134,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
from,0.327,0.0,0.0,0.015,0.0,0.123,0.11,0.219,0.0,0.164,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
its,0.2,0.0,0.169,0.0,0.0,0.145,0.019,0.034,0.0,0.0,0.0,0.122,0.0,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it,0.211,0.013,0.059,0.072,0.0,0.025,0.055,0.022,0.03,0.07,0.022,0.0,0.0,0.176,0.005,0.022,0.0,0.088,0.0,0.017,0.0,0.0,0.0,0.071,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
