function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.185,0.08,0.154,0.062,0.067,0.068,0.039,0.028,0.036,0.018,0.012,0.0,0.008,0.007,0.015,0.0,0.011,0.013,0.0,0.007,0.036,0.009,0.029,0.006,0.0,0.003,0.007,0.001,0.007,0.02,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.041,0.004,0.0,0.0,0.0,0.013,0.005,0.0,0.0,0.0,0.0,0.0,0.009
to,0.335,0.0,0.027,0.15,0.075,0.0,0.084,0.0,0.064,0.015,0.036,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.064,0.0,0.0,0.0,0.009,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of,0.391,0.008,0.068,0.098,0.166,0.073,0.048,0.029,0.0,0.029,0.017,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.162,0.022,0.148,0.027,0.231,0.061,0.072,0.007,0.025,0.003,0.022,0.027,0.0,0.0,0.006,0.0,0.0,0.009,0.039,0.022,0.005,0.017,0.0,0.003,0.033,0.0,0.005,0.0,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,0.35,0.028,0.108,0.153,0.131,0.155,0.006,0.0,0.005,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.036,0.0,0.0,0.01,0.0,0.003,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.342,0.027,0.1,0.011,0.091,0.008,0.038,0.076,0.111,0.083,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
on,0.304,0.02,0.077,0.124,0.04,0.039,0.04,0.044,0.01,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.063,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.293,0.042,0.0,0.325,0.09,0.056,0.082,0.024,0.032,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.263,0.086,0.0,0.119,0.028,0.037,0.046,0.028,0.0,0.021,0.066,0.0,0.0,0.0,0.028,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.0,0.0,0.0,0.028,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.47,0.0,0.012,0.069,0.159,0.052,0.039,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
