function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.16,0.13,0.169,0.091,0.035,0.063,0.035,0.053,0.0,0.036,0.013,0.005,0.007,0.0,0.029,0.0,0.0,0.0,0.036,0.0,0.016,0.0,0.003,0.0,0.0,0.015,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.008,0.0,0.051,0.009,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0
to,0.127,0.058,0.016,0.255,0.035,0.084,0.064,0.0,0.0,0.023,0.022,0.0,0.006,0.005,0.035,0.0,0.004,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.026,0.004,0.053,0.0,0.0,0.0,0.008,0.0,0.035,0.041,0.0,0.0,0.0,0.006,0.015,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of,0.261,0.111,0.0,0.032,0.04,0.043,0.0,0.038,0.0,0.0,0.068,0.0,0.051,0.0,0.0,0.029,0.068,0.0,0.14,0.0,0.012,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.067,0.117,0.124,0.093,0.108,0.0,0.057,0.029,0.0,0.042,0.051,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.011,0.019,0.0,0.056,0.0,0.0,0.014,0.005,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,0.37,0.005,0.023,0.031,0.011,0.0,0.052,0.061,0.0,0.142,0.046,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.047,0.0,0.015,0.062,0.04,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.222,0.209,0.053,0.018,0.046,0.021,0.049,0.0,0.066,0.058,0.0,0.0,0.0,0.012,0.009,0.055,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.009,0.016,0.021,0.0,0.037,0.0,0.0,0.028,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on,0.108,0.032,0.025,0.21,0.155,0.02,0.063,0.013,0.0,0.061,0.0,0.009,0.0,0.0,0.036,0.0,0.0,0.0,0.011,0.0,0.054,0.036,0.0,0.0,0.009,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.064,0.036,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.2,0.035,0.225,0.0,0.084,0.095,0.0,0.0,0.0,0.0,0.063,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that,0.259,0.0,0.273,0.0,0.0,0.036,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.341,0.021,0.048,0.152,0.043,0.042,0.0,0.071,0.0,0.057,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
