function_words,the,to,of,a,in,and,on,for,that,as,with,by,at,from,its,it,an,will,more,which,after,this,up,would,than,or,but,who,about,could,over,they,some,while,other,into,one,against,since,can,out,if,before,down,according,including,when,such,during,all
the,0.172,0.06,0.239,0.02,0.097,0.21,0.004,0.046,0.037,0.006,0.0,0.003,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.033,0.01,0.009,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.009,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0
to,0.33,0.028,0.057,0.094,0.141,0.018,0.0,0.04,0.007,0.041,0.0,0.0,0.0,0.013,0.0,0.0,0.054,0.0,0.0,0.0,0.041,0.0,0.017,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of,0.476,0.0,0.022,0.0,0.103,0.164,0.0,0.007,0.0,0.0,0.016,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.058,0.0,0.0,0.0,0.012,0.022,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,0.055,0.136,0.067,0.029,0.123,0.242,0.022,0.0,0.0,0.073,0.0,0.0,0.029,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,0.439,0.04,0.027,0.105,0.012,0.079,0.009,0.013,0.029,0.022,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.06,0.0,0.017,0.0,0.0,0.0,0.017,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.238,0.0,0.065,0.139,0.148,0.048,0.0,0.049,0.016,0.0,0.0,0.021,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on,0.37,0.095,0.112,0.17,0.04,0.0,0.04,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.265,0.057,0.043,0.18,0.101,0.0,0.0,0.0,0.077,0.046,0.0,0.0,0.014,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0
that,0.114,0.052,0.129,0.03,0.082,0.03,0.039,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.039,0.0,0.124,0.0,0.0,0.009,0.0,0.0,0.009,0.017,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
as,0.0,0.031,0.0,0.074,0.0,0.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.031,0.0,0.176,0.0,0.0,0.176,0.0,0.0,0.0,0.0,0.0,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
